Judul,Harga,Lokasi,Kamar,Wc,Parkir,Luas_tanah,Luas_bangunan,Deskripsi,Keywords
Rumah di Jual Jogja Dalam Perumahan Maguwoharjo Depok Sleman Yogyakarta SHM Baru,"Rp 1,2 Miliar","Maguwoharjo, Yogyakarta",3.0,3.0,1.0,100 m²,110 m²,Rumah Dijual Sleman Jogja Utara Maguwoharjo Depok Sleman Yogyakarta Tiga unit rumah dalam cluster...,Rumah
Hotel Bintang 2 Dekat Bandara Adisucipto Purwomartani Sleman Yogyakarta,"Rp 5,5 Miliar","Purwomartani   , Sleman",10.0,14.0,3.0,586 m²,480 m²,HOTEL BINTANG 2 DEKAT BANDARA ADISUCIPTO PURWOMARTANI KALASAN SLEMAN YOGYAKARTA Terletak 1 km dari...,"Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"4 Menit Ke Sleman City Hall Rumah Kontemporer di Mlati, Sleman","Rp 1,88 Miliar","Mlati, Sleman",3.0,3.0,1.0,110 m²,100 m²,"DIJUAL RUMAH BARU SIAP HUNI & SIAP BANGUN DI MLATI, SLEMAN Kode : CORE 832 Daya Tarik Kawasan : -...","Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"5 Menit Dari Mirota Godean Rumah Mewah di Gamping, Sleman","Rp 4,5 Miliar","Sleman, Yogyakarta",4.0,4.0,1.0,280 m²,250 m²,"DIJUAL RUMAH SIAP HUNI LUAS 4 + 1 KAMAR TIDUR DI GAMPING, SLEMAN Kode : CORE 804 Daya Tarik Kawasan...","Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
4 Menit Ke Gembiraloka Zoo Rumah Kost 3 Lantai di Kota Yogyakarta,"Rp 4,5 Miliar","Umbulharjo, Yogyakarta",14.0,6.0,1.0,140 m²,218 m²,DIJUAL RUMAH KOST 3 LANTAI MODERN SIAP HUNI FULL FURNISHED DI KOTA YOGYAKARTA Kode : CORE 1000 Daya...,"Rumah
Full Furnished
Siap Huni
Dekat Akses Transportasi"
"11 Menit Ke Malioboro Rumah Siap Huni di Umblharjo, Kodya","Rp 1,3 Miliar","Umbulharjo, Yogyakarta",4.0,2.0,1.0,81 m²,155 m²,"DIJUAL RUMAH SIAP HUNI 2 LANTAI DI UMBULHARJO, KOTA YOGYAKARTA Kode : CORE 664 Daya Tarik Kawasan...","Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
FULL FURNISHED!! Dijual Rumah Cantik Full Furnished JALAN DAMAI,"Rp 3,8 Miliar","Sleman, Sleman",5.0,5.0,2.0,353 m²,270 m²,Dijual Rumah Cantik Full Furnished + Kolam Renang jalan Palagan dekat jalan Damai Strategis dekat...,"Rumah
Full Furnished
Dekat Tempat Wisata
Dekat Tempat Ibadah"
Dijual Rumah Kosan Lokasi Strategis Dekat Kampus,"Rp 1,75 Miliar","Gamping, Sleman",6.0,6.0,2.0,167 m²,150 m²,"Dijual rumah kos-kosan di sekitar Gamping, Sleman, Jogjakarta. Rumah ini cocok bagi anda yang ingin...",Rumah
Rumah Mewah Skandinavia Furnished Jl Palagan Ngaglik Sleman Yogya,Rp 3 Miliar,"Ngaglik, Sleman",5.0,5.0,2.0,254 m²,200 m²,Rumah Merwah Skandinavia Furnished Jl Palagan Ngaglik Sleman Yogyakarta Dilengkapi dengan furniture...,"Rumah
Full Furnished
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Dijual Rumah 11 Kamar Semi Furnished Sekitar Malioboro,Rp 29 Miliar,"Jetis, Yogyakarta",11.0,6.0,1.0,576 m²,400 m²,"Dijual rumah 11 kamar semi furnished di sekitar Jetis, Jogjakarta. Cocok untuk keluarga besar karena...",Rumah
"PERUMAHAN ELIT CASA GRANDE, SELANGKAH RINGROAD BARAT, IN OUT TOL JOGLOSEMAR, PAKUWON MALL, DIKELILINGI KAMPUS: UPN, AMIKOM, SANATA DHARMA, DLL",Rp 4 Miliar,"Condong Catur, Sleman",3.0,4.0,3.0,240 m²,275 m²,"Rumah Dijual Sleman PERUMAHAN ELIT CASA GRANDE, SELANGKAH RINGROAD UTARA, NEXT IN OUT TOL JOGLOSEMAR,...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Mewah Sisa 1 Unit Dari 5 Di Jl. Besi Km 1 Timur Kampus Uii,Rp 925 Juta,"Ngaglik, Sleman",3.0,2.0,1.0,137 m²,100 m²,UNIT TERAKHIR POSISI HOOK HADAP SELATAN DEKAT LAPANGAN KLIDON NGAGLIK SLEMAN JAKAL KM 13 ===========================...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Miliki Rumah Mewah 2 Lantai Dekat Citragrand Waterpark Dengan Private Pool,"Rp 2,7 Miliar","Gamping, Sleman",4.0,3.0,2.0,182 m²,135 m²,New Verania adalah sebuah cluster rumah mewah dengan kolam renang pribadi yang berada di Jl. Wates...,"Rumah
Dekat Sekolah"
"Dijual Rumah Dekat Pgri, Sonopakis Lor, Kasihan Bantul",Rp 750 Juta,"Bantul, Bantul",2.0,1.0,1.0,91 m²,90 m²,"DIJUAL RUMAH DEKAT PGRI, SONOPAKIS LOR, NGESTIHARJO, KASIHAN BANTUL Rumah dekat PGRI, Sonopakis Lor,...","Rumah
Full Furnished
Dekat Pusat Perbelanjaan
Dekat Sekolah"
RUMAH DI GODEAN,Rp 750 Juta,"Godean, Sleman",3.0,1.0,1.0,107 m²,60 m²,Rumah Dijual Sleman RUMAH DALAM CLUSTER KECIL DENGAN VIEW SAWAH DI AREA GODEAN YOGYAKARTA DEKAT DENGAN...,"Rumah
Dekat Fasilitas Kesehatan"
RUMAH SIAP HUNI DI GODEAN,"Rp 1,26 Miliar","Godean, Sleman",4.0,2.0,1.0,107 m²,110 m²,Rumah Dijual Sleman RUMAH DALAM CLUSTER KECIL DENGAN VIEW SAWAH DI AREA GODEAN YOGYAKARTA DEKAT DENGAN...,"Rumah
Siap Huni
Dekat Fasilitas Kesehatan"
Rumah Siap Huni Luas Dalam Perumahan di Mlati Dekat Yis,"Rp 1,2 Miliar","Mlati, Sleman",4.0,2.0,1.0,164 m²,160 m²,Kode : 1096 - 3 menit dari YIS School - 5 menit dari Terminal Jombor - 5 menit dari Ringroad Utara...,"Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Dijual Rumah Luas Di Dekat Rs Happy Land, Muja Muju, Jogja",Rp 32 Miliar,"Umbulharjo, Yogyakarta",4.0,4.0,2.0,2270 m²,800 m²,"Rumah luas di dekat RS Happy Land, Muja Muju, Umbulharjo, Jogja ini mempunyai luas tanah 2270 m2...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Jasmin Rumah Dalam Cluster Full Furnish di Jakal,"Rp 1,7 Miliar","Ngaglik, Sleman",3.0,2.0,2.0,93 m²,75 m²,JASMIN RUMAH DAALM CLUSTER FULL FURNISH DI JAKAL JOGJA HARAG ISTIMEWA CASH/KPR/CASH TAHAP SIAP HUNI...,"Rumah
Full Furnished
Siap Huni
Dekat Sekolah"
Hyarta Eco Village Rumah Di Tengah Pusat Kota Jogja,"Rp 2,9 Miliar","Depok, Sleman",3.0,3.0,2.0,140 m²,117 m²,Hyarta Eco Village Rumah Di Tengah Pusat Kota Jogja HARGA ISTIMEWA CASH/KPR/CASH TAHAP SIAP HUNI...,"Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan"
Lantai 1 perkotaan,Rp 166 Juta,"Prambanan, Sleman",2.0,1.0,1.0,60 m²,30 m²,"PERUMAHAN AMARA VILLAGE GUMUL,KARANGONGKO Segera Booking Sebelum Kehabisan Unit...",Rumah
Guest House Kota Yogyakarta Harga Istimewa Full Furnish,"Rp 2,35 Miliar","Kasihan, Bantul",4.0,3.0,2.0,184 m²,160 m²,Guest House Kota Yogyakarta Harga Istimewa Full Furnish Harga Istimewa Cash/KPR/Cash Tahap Siap Huni...,"Rumah
Full Furnished
Siap Huni
Dekat Akses Transportasi"
Rumah cantik 2 lantai Kawasan perumahan legalitas SHM,Rp 800 Juta,"Banguntapan, Bantul",2.0,1.0,1.0,97 m²,80 m²,Rumah 2 Lantai Konsep Italian Luxury Modern Lokasi Strategis di Yogya Selatan Hunian Eksklusif Lokasi...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Damara Village Rumah Mewah Di Jalan Palagan,"Rp 2,35 Miliar","Mlati, Sleman",3.0,3.0,2.0,110 m²,70 m²,DAMARA VILLAGE RUMAH MEWAH DALAM CLUSTER DI JALAN PALAGAN HARGA TERJANGKAU CASH/KPR/CASH TAHAP SIAP...,"Rumah
Siap Huni
Dekat Sekolah"
Rumah Mewah Di Salah Satu Perumahan Premium Casa Grande Timur Kampus Upn,"Rp 2,5 Miliar","Depok, Sleman",3.0,4.0,2.0,204 m²,200 m²,Casa Grande merupakan salah satu perumahan mewah di Yogyakarta yang cukup banyak diminati untuk tempat...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Di Jual Harga Rendah Rumah Baru Di Sendangtirto Brebah Sleman,Rp 590 Juta,"Berbah, Sleman",2.0,1.0,1.0,85 m²,30 m²,"Rumah baru di Sendangtirto Brebah Sleman ini mempunyai luas tanah 85 m2, lebar depan 6,3 meter, Panjang...","Rumah
Dekat Sekolah"
"Rumah Baru Harga Rendah Godean Permai 3, Seyegan, Sleman",Rp 480 Juta,"Seyegan, Sleman",2.0,1.0,1.0,113 m²,50 m²,"Rumah baru Godean Permai 3, Margoluwih, Seyegan, Sleman ini mempunyai luas tanah 113 m2 dengan lebar...","Rumah
Siap Huni
Dekat Sekolah"
"Rumah Baru Awana Residence, Caturharjo, Ngemplak, Sleman",Rp 397 Juta,"Ngemplak, Sleman",2.0,1.0,1.0,101 m²,42 m²,"Rumah baru Awana Residence, Caturharjo, Ngemplak, Sleman ini mempunyai luas tanah 101 m2 dengan luas...","Rumah
Dekat Sekolah"
"Rumah Di Perumahan Griya Pengasih, Pengasih, Kulon Progo, Jogja",Rp 248 Juta,"Kulonprogo, Kulon Progo",2.0,1.0,1.0,70 m²,40 m²,"Rumah di perumahan Griya Pengasih, Pengasih, Kulon Progo, Jogja ini mempunyai luas tanah 72 m2 dengan...","Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Sekolah"
RUMAH MEWAH DAN STRATEGIS DI WIROBRAJAN,Rp 2 Miliar,"Wirobrajan, Yogyakarta",3.0,2.0,4.0,168 m²,130 m²,". LOKASI : BARAT WIROBRAJAN, JL. WATES KM 3, YOGYAKARTA HUNIAN MEWAH, NYAMAN TENTUNYA!!! ±3 AJA DARI...","Rumah
Dekat Sekolah"
Rumah Murah Dekat Pemda Sleman Dan Kampus Ugm Yogyakarta,Rp 615 Juta,"Sleman, Sleman",3.0,1.0,1.0,167 m²,130 m²,Dijual Murah Rumah Bagus Kokoh Lingkungan Asri. Dekat Pemda Sleman dan Univ. Gajah Mada. Lokasi strategis...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Dengan Halaman Super Luas Bonus Kolam Ikan di Turi,"Rp 1,25 Miliar","Turi, Sleman",3.0,2.0,1.0,1101 m²,120 m²,Kode : 1112 Magnet Kawasan : - 4 menit dari jln. Palagan - 6 menit dari UII - 6 menit dari Waroeng...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Fasilitas Kesehatan"
"Dijual Rumah Di Perumahan Griya Pengasih, Kulon Progo, Jogja",Rp 248 Juta,"Kulonprogo, Kulon Progo",2.0,1.0,1.0,72 m²,42 m²,"Rumah di perumahan Griya Pengasih, Pengasih, Kulon Progo, Jogja ini mempunyai luas tanah 72 m2 dengan...","Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Sekolah"
Rumah SHM 300jutaan di Jetis tipe scandinavian,Rp 300 Juta,"Jetis, Bantul",2.0,1.0,1.0,80 m²,36 m²,New Listing Rumah Cantik Scandinavian Di Kota Bantul Yogya Lokasi strategis Dekat berbagai fasilitas...,Rumah
Rumah Luas Asri di Bantul Dekat Rsu Mitra Sehat,"Rp 1,45 Miliar","Sedayu, Bantul",2.0,1.0,1.0,1085 m²,70 m²,"DIJUAL RUMAH SECOND SIAP HUNI HALAMAN LUAS DI SEDAYU, BANTUL Kode : CORE 924 Daya Tarik Kawasan :...","Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
"Dijual Rumah Suasana Nyaman, di Sleman, Jogjakarta","Rp 2,3 Miliar","Sleman, Yogyakarta",4.0,3.0,1.0,200 m²,180 m²,Luas Tanah 200 m2 Luas Bangunan 180 m2 Kamar Tidur 4 Kamar Mandi 3 2 Lantai Listrik 2.200 kwh Air...,Rumah
RUMAH PRODUKTIF DI BANTUL,"Rp 1,9 Miliar","Bantul, Bantul",11.0,5.0,2.0,408 m²,600 m²,Rumah Dijual Bantul DIJUAL TANAH YANG DIATASNYA BERDIRI RUMAH BESERTA KOS-KOSAN DI DEKAT PABRIK PT....,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Tempat Ibadah"
"RUMAH  HARGA TANAH SAJA, MURAHH POLL, JLN MUNGGUR","Rp 1,95 Miliar","Gondokusuman, Yogyakarta",3.0,2.0,2.0,210 m²,160 m²,"Rumah Dijual Yogyakarta RUMAH JUAL HARGA TANAH SAJA, MURAHH POLL, JLN MUNGGUR SANGAT COCOK BISA UNTUK...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
RUMAH DI GODEAN,Rp 750 Juta,"Godean, Sleman",3.0,1.0,1.0,107 m²,60 m²,Rumah Dijual Sleman RUMAH DALAM CLUSTER KECIL DENGAN VIEW SAWAH DI AREA GODEAN YOGYAKARTA DEKAT DENGAN...,"Rumah
Dekat Fasilitas Kesehatan"
RUMAH SIAP HUNI DI GODEAN,"Rp 1,26 Miliar","Godean, Sleman",3.0,2.0,1.0,107 m²,110 m²,Rumah Dijual Sleman RUMAH DALAM CLUSTER KECIL DENGAN VIEW SAWAH DI AREA GODEAN YOGYAKARTA DEKAT DENGAN...,"Rumah
Siap Huni
Dekat Fasilitas Kesehatan"
Rumah Mewah Modern Kontemporer Jalan Kaliurang 8 mnt Kampus UII Jogja,"Rp 2,5 Miliar","Ngaglik, Sleman",4.0,3.0,2.0,169 m²,200 m²,Rumah Mewah Modern Kontemporer Jalan Kaliurang - 8 menit Kampus UII Pusat Spesifikasi: • Luas Tanah...,"Rumah
Dekat Sekolah
Dekat Landmark"
Rumah Murah Lingkungan Nyaman Area Sewon Cocok Keluarga Dekat Isi,Rp 525 Juta,"Sewon, Bantul",3.0,1.0,1.0,112 m²,75 m²,JID - NN RUMAH SIAP HUNI TIPE JALAN BANTUL 75/112 Lokasi Pendowoharjo Sewon Bantul Luas tanah 112...,"Rumah
Siap Huni"
Rumah Besar Murah Nyaman Dlm Perum Cocok Untuk Keluarga Dekat Hyatt,"Rp 3,9 Miliar","Ngaglik, Sleman",5.0,3.0,2.0,203 m²,280 m²,"JID - AD Rumah Jual Cocok Untuk Villa , Homestay , Staycation, area Turi cocok untuk, homestay, Villa...","Rumah
Dekat Sekolah"
Dijual Cepat Rumah Homestay Full Furnished Area Kota Jero Beteng,"Rp 1,75 Miliar","Kraton, Yogyakarta",5.0,6.0,1.0,347 m²,250 m²,Dijual Cepat Rumah Homestay Full Furnish Jero Beteng Jogjakarta. Spesifikasi: Luas Tanah: 347m Luas...,Rumah
RUMAH BARU GREES!! DI JUAL RUMAH BARU Alamat :SAMBEGO MAGUWOHARJO,Rp 685 Juta,"Maguwoharjo, Yogyakarta",3.0,2.0,1.0,120 m²,80 m²,DI JUAL RUMAH BARU Alamat :SAMBEGO MAGUWOHARJO SLEMAN jogjakarta 2 lantai Luas tanah. : 120m2 Luas...,"Rumah
Bebas Banjir
Dekat Pusat Perbelanjaan
Dekat Fasilitas Kesehatan"
RUMAH HUNIAN 2 LT BELAKANG RS WIROSABAN YOGYAKARTA,"Rp 1,4 Miliar","Umbulharjo, Yogyakarta",3.0,2.0,1.0,134 m²,200 m²,Rumah Dijual Yogyakarta RUMAH STRATEGIS DALAM KOTA BELAKANG RS WIROSABAN BONUS TERPASANG : WATER...,"Rumah
Dekat Fasilitas Kesehatan"
RUMAH STRATEGIS DEKAT JANTUNG KOTA YK,"Rp 1,4 Miliar","Kasihan, Bantul",2.0,1.0,1.0,121 m²,120 m²,Rumah Dijual Bantul RUMAH STRATEGIS DI JL. TINOSIDIN KADIPIRO - 50M KEJL. WATES - 50 M KE POM BENSIN...,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Tinggal Luas Cocok Untuk Villa Lokasi Dekat Wisata Kaliurang,"Rp 1,3 Miliar","Turi, Sleman",3.0,3.0,1.0,407 m²,250 m²,"HARGA : 1.3 Milyar LT : 407 m2, LB : 250 m2 Untuk anda yang menyukai tinggal disebuah rumah dengan...","Rumah
Dekat Landmark"
MURAH!! DIJUAL MURAH KOST AKTIF BANGUNAN BARU BALONG BANGUNTAPAN,Rp 550 Juta,"Banguntapan, Bantul",6.0,3.0,1.0,94 m²,94 m²,*DIJUAL MURAH KOST AKTIF BANGUNAN BARU AREA BALONG BANGUNTAPAN BANTUL Yogyakarta* √ *Dekat Kampus...,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
"Dijual rumah murah Gamping Sleman dekat RS PKU Gamping,UNU,Umy,Ambarketawang",Rp 795 Juta,"Gamping, Sleman",3.0,2.0,2.0,141 m²,130 m²,"Dijual rumah murah Gamping Sleman, dekat RS PKU Muhammadiyah gamping, SPBU Pertamina Ambarketawang,...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah 2 Lantai Mewah Di Mlati Sleman Hanya 5 Menit Kampus Ugm,"Rp 2,39 Miliar","Mlati, Sleman",4.0,4.0,2.0,110 m²,70 m²,DAMARA VILLAGE PALAGAN JOGJA DEVELOPER GREENWOODS Spesifikasi - Type Damita Signature Harga 2.390.000.000...,Rumah
Rumah SHM Dlm Cluster Pemda Sleman Yogyakarta,Rp 685 Juta,"Sleman, Sleman",3.0,2.0,1.0,100 m²,70 m²,1 UNIT TERKAHIR RUMAH AREA DEKAT PEMDA SLEMAN (Dalam Cluster Muslim) Speksifikasi : Luas Tanah 100...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Landmark"
Rumah 2 Lantai Dalam Cluster Elit Di Jalan Kaliurang Km 9,"Rp 3,3 Miliar","Ngaglik, Sleman",3.0,2.0,2.0,148 m²,135 m²,Dijual rumah bagus 2 lantai dalam cluster elit di jalan kaliurang km 9 ngaglik sleman yogyakarta...,"Rumah
Dekat Sekolah
Dekat Tempat Ibadah
Dekat Landmark"
Rumah 2 Lantai Siap Huni Furnished Di Sleman Jalan Kaliurang,"Rp 1,72 Miliar","Ngaglik, Sleman",3.0,2.0,2.0,93 m²,75 m²,JASMINE JL KALIURANG DEVELOPER DAMAI PUTRA YOGYAKARTA RUMAH SIAP HUNI FULL FURNISHED HARGA 1.7M Spesifikasi...,Rumah
Rumah Minimalis di Mejing Gamping Sleman. SHM,Rp 585 Juta,"Gamping, Sleman",2.0,1.0,1.0,80 m²,55 m²,"Dijual rumah second siap huni di Mejing jl. Godean km 6 Gamping, Sleman, Yogyakarta Speksifikasi...","Rumah
Siap Huni
Dekat Sekolah"
Rumah Mewah 2 Lantai Di Tengah Kota Jogja Dekat Ugm Dan Mal,"Rp 1,7 Miliar","Ngaglik, Sleman",3.0,3.0,1.0,96 m²,70 m²,TJOKRO EMERALD DEVELOPER ADI SUKMA LAND RUMAH 2 LANTAI DI KOTA YOGYAKARTA PUSAT KAMPUS Jalan Nologaten...,Rumah
"Dijual Villa Harga Rendah Di Kaliurang, Pakem, Sleman, Jogja","Rp 4,1 Miliar","Kaliurang, Sleman",2.0,2.0,8.0,1640 m²,300 m²,"DIJUAL VILLA Harga Rendah DI KALIURANG, PAKEM, SLEMAN, Yogyakarta Villa di Kaliurang, Pakem, Sleman,...",Rumah
Rumah Siap Huni Paling Murah di Sleman Yogyakarta,Rp 350 Juta,"Moyudan, Sleman",2.0,1.0,2.0,103 m²,50 m²,PERUMAHAN GRAHA SEJATI RUMAH HUNIAN MURAH DI SLEMAN YOGYAKARTA HARGA TERJANGKAU CASH/KPR/CASH TAHAP...,"Rumah
Siap Huni
Dekat Sekolah"
Kost Eksklusif Kamar 13 Di Jalan Palagan Dekat Hyatt Kampus Ugm,"Rp 2,97 Miliar","Ngaglik, Sleman",12.0,12.0,2.0,210 m²,250 m²,"Dijual kost eksklusif 13 kamar di jalan palagan dekat kampus UGM , UTY dan Hyatt Spesifikasi Luas...","Rumah
Full Furnished
Dekat Sekolah"
Tjokro Heritage Rumah Mewah Dua Lantai Di Pusat Kota Jogja,"Rp 1,45 Miliar","Tegalrejo, Yogyakarta",2.0,2.0,2.0,72 m²,84 m²,TJOKRO RUMAH MEWAH YOGYAKARTA Rumah mewah dua lantai yang berlokasi di pusat kota Yogyakarta Harga...,"Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan"
Rumah Mewah Bale Mulia Residence,"Rp 5,5 Miliar","Mlati, Sleman",4.0,3.0,1.0,210 m²,300 m²,Lokasi sangat strategis Berada di dekat Pemda Sleman Dekat dengan Mall SCH dan JCM Dekat dengan kampus...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Landmark"
Dijual Rumah Jogja Dekat Kampus Atmajaya Babarsari,"Rp 3,7 Miliar","Caturtunggal, Sleman",12.0,3.0,1.0,305 m²,250 m²,"Dijual Rumah Jogja Lokasi Strategis di Babarsari SHM LT 305m LB 250m LD 14m 12 KT, 3 KM Listrik 900w...","Rumah
Dekat Sekolah"
Rumah Mewah Harga Murah Dekat Perambanan Tamanan Residance,Rp 411 Juta,"Prambanan, Sleman",2.0,1.0,1.0,85 m²,36 m²,Rumah mewah harga murah dekat perambanan perum Tamanan Residance Dapatkan rumah mewah dengan harga...,Rumah
"Siap Huni!!! Di Pusat Kota, Dijual Rugi. SHM",Rp 850 Juta,"Umbulharjo, Yogyakarta",3.0,3.0,2.0,70 m²,70 m²,DIJUAL MURAH RUMAH SIAP HUNI KOTA JOGJA 1 MENIT DARI RSUD KOTA JOGJA WIROSABAN DEPAN SMP 10 YOGYA...,"Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Sekolah"
Rumah 2 Lantai SHM siap KPR langsung serah terima kunci,Rp 870 Juta,"Banguntapan, Bantul",3.0,2.0,1.0,89 m²,76 m²,"RUMAH 2 LANTAI TERMURAH DI YOGYA LOKASI SUPER STATEGIS DEKAT KAMPUS UAD, UMY & MALIOBORO HARGA 800jutaan...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Dijual Harga Rendah Villa Luas Di Kaliurang Yogyakarta,Rp 6 Miliar,"Pakem, Sleman",3.0,5.0,15.0,4222 m²,450 m²,"DIJUAL HARGA RENDAH VILLA LUAS DI KALIURANG, HARGOBINANGUN, PAKEM, SLEMAN, YOGYAKARTA Villa di Kaliurang...",Rumah
RUMAH DEKAT KAMPUS UGM & UNY COCOK UNTUK HUNIAN & INVESTASI,"Rp 3,5 Miliar","Depok, Sleman",5.0,4.0,4.0,430 m²,350 m²,"(02) JUAL RUMAH Lokasi : Jalan Kaliurang Km 6 Sleman,Yogyakarta Harga : 3,5 Milyar Akses Jalan Mobil...","Rumah
Dekat Sekolah
Dekat Landmark"
RUMAH DEKAT KAMPUS UGM & UNY COCOK UNTUK HUNIAN & INVESTASI,"Rp 3,5 Miliar","Depok, Sleman",5.0,4.0,4.0,430 m²,350 m²,"(02) JUAL RUMAH Lokasi : Jalan Kaliurang Km 6 Sleman,Yogyakarta Harga : 3,5 Milyar Akses Jalan Mobil...","Rumah
Dekat Sekolah
Dekat Landmark"
RUMAH BARU SIAP HUNI SELATAN UMY,Rp 550 Juta,"Kasihan, Bantul",3.0,2.0,1.0,95 m²,70 m²,"Rumah Dijual Bantul DIJUAL 1 UNIT RUMAH BARU SIAP HUNI SELATAN UMY, ALMAATA, UNJANI CLUSTER 2 UNIT...","Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Jual Rumah Jalan Kaliurang Dekat UGM,"Rp 3,5 Miliar","Ngaglik, Sleman",5.0,3.0,2.0,430 m²,530 m²,"JUAL RUMAH Lokasi : Jalan Kaliurang KM 6 Sleman Yogyakarta Harga 3,5 milyar • akses jalan mobil papasan...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Landmark"
RUMAH SUPER MURAH DEKAT KAMPUS' UII DI JALAN KALIURANG KM12,Rp 595 Juta,"Kaliurang, Sleman",2.0,1.0,1.0,120 m²,70 m²,"DI JUAL RUMAH SUPER MURAH LOKASI : JL. KALIURANG KM 12, SLEMAN, YOGYAKARTA Spesifikasi Hunian : Luas...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Landmark"
"Dijual Rumah Minimalis Modern, Di Perumahan Paradise Monjali","Rp 1,65 Miliar","Sleman, Sleman",3.0,2.0,1.0,95 m²,107 m²,"DIJUAL HARGA RENDAH RUMAH MINIMALIS MODERN, DI PERUMAHAN PARADISE MONJALI, JATIREJO, SENDANG ADI,...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Tempat Ibadah"
Di Jual Harga Rendah Rumah Full Furnish Di Perumahan Maguwo,"Rp 2,6 Miliar","Maguwoharjo, Yogyakarta",4.0,4.0,2.0,123 m²,200 m²,DI JUAL HARGA RENDAH RUMAH FULL FURNISH DI PERUMAHAN MAGUWO MANSION YOGYAKARTA Rumah di perumahan...,"Rumah
Full Furnished"
Rumah Dalam Perum Pandan Asri Lokasi Startegis di  Ngaglik Sleman,Rp 880 Juta,"Ngaglik, Sleman",3.0,1.0,1.0,103 m²,90 m²,Lokasi : Perum Pandan Asri Sardonoharjo Ngaglik Sleman Rumah Minimalis cocok untuk Keluarga lingkungan...,Rumah
RUMAH ISTIMEWA DI MAGUWO DEKAT UPN. 15 MENIT KE PAKUWON MALL. PERUM SATPAM 24 JAM,"Rp 1,85 Miliar","Maguwoharjo, Yogyakarta",3.0,2.0,1.0,188 m²,124 m²,"Dijual Rumah Baru Furnished di Maguwoharjo, Satpam 24 Jam Lingkungan tenang , aman dan nyaman, lokasi...","Rumah
Full Furnished
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Djual Umbulharjo Dekat Rumah Sakit Kampus Uad Unu Kraton Strategis Nyaman,"Rp 2,6 Miliar","Umbulharjo, Yogyakarta",5.0,6.0,1.0,251 m²,400 m²,"RUMAH DIJUAL: SPESIFIKASI : Rumah di jual lokasi dalam pusat kota, jalan lebar, akses mudah dan strategis,...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
"RUMAH SIAP BANGUN BARAT KOTA BANTUL, BELAKANG RS UII SIAP AJB",Rp 350 Juta,"Pandak, Bantul",2.0,1.0,1.0,77 m²,54 m²,"Rumah Dijual Bantul DIJUAL RUMAH SIAP BANGUN DI GESIKAN PANDAK BANTUL HARGA RP 350,000,000.00 SERTIFIKAT...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Tempat Wisata"
